Region 2018,Catchment Name,LAWA Catchment Identifier,Detailed Category,Area 1996 (ha),Area 2001 (ha),Area 2008 (ha),Area 2012 (ha),Area 2018 (ha),Area as % of Catchment Area 1996 (%),Area as % of Catchment Area 2001 (%),Area as % of Catchment Area 2008 (%),Area as % of Catchment Area 2012 (%),Area as % of Catchment Area 2018 (%),Area change: 2018 area minus 1996 area (ha),Area change as a % of 1996 area (%),Created
Canterbury Region,Waiau River,1004048,Forest - Harvested,300.0,343.2,536.8,1044.5,886.2,0.1,0.1,0.2,0.3,0.3,586.3,195.5,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Built-up Area (settlement),189.4,189.4,217.7,246.0,246.0,0.1,0.1,0.1,0.1,0.1,56.6,29.9,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Lake or Pond,163.6,163.6,167.0,175.7,189.7,0.1,0.1,0.1,0.1,0.1,26.1,16.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Herbaceous Freshwater Vegetation,167.5,167.5,167.5,167.5,167.5,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,"Orchard, Vineyard or Other Perennial Crop",,,79.4,79.4,79.4,,,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Urban Parkland/Open Space,58.9,58.9,58.9,58.9,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Permanent Snow and Ice,54.1,54.1,54.1,54.1,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Sand or Gravel,34.4,34.4,34.4,34.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Surface Mine or Dump,16.0,16.0,19.9,19.9,19.9,0.0,0.0,0.0,0.0,0.0,3.9,24.3,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Estuarine Open Water,9.2,9.2,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Mixed Exotic Shrubland,21.1,21.1,21.1,6.8,8.3,0.0,0.0,0.0,0.0,0.0,-12.8,-60.6,08/26/2025 16:12:47
Canterbury Region,Waiau River,1004048,Twelve-mile NZ territorial limit (Marine),2.8,2.8,2.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Catchment Area,57923.9,57923.9,57923.9,57923.9,57923.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,High Producing Exotic Grassland,21862.6,22561.6,22569.1,22610.4,22716.9,37.7,39.0,39.0,39.0,39.2,854.3,3.9,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Tall Tussock Grassland,9085.8,9085.8,8946.2,8946.2,8942.7,15.7,15.7,15.4,15.4,15.4,-143.1,-1.6,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Low Producing Grassland,12463.3,8989.0,8831.5,8833.3,8833.1,21.5,15.5,15.3,15.3,15.3,-3630.2,-29.1,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Exotic Forest,3337.0,6141.9,6188.4,6080.1,6143.7,5.8,10.6,10.7,10.5,10.6,2806.7,84.1,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Short-rotation Cropland,4351.5,4347.0,4346.1,4346.1,4346.1,7.5,7.5,7.5,7.5,7.5,-5.4,-0.1,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Matagouri or Grey Scrub,2623.6,2623.6,2591.2,2595.1,2595.1,4.5,4.5,4.5,4.5,4.5,-28.5,-1.1,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Gorse and/or Broom,1444.5,1458.2,1385.8,1350.1,1252.8,2.5,2.5,2.4,2.3,2.2,-191.8,-13.3,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Sub Alpine Shrubland,509.5,509.5,509.5,509.5,509.5,0.9,0.9,0.9,0.9,0.9,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Broadleaved Indigenous Hardwoods,491.3,470.7,470.7,470.7,473.1,0.9,0.8,0.8,0.8,0.8,-18.2,-3.7,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Deciduous Hardwoods,432.3,434.0,436.4,434.8,433.7,0.8,0.8,0.8,0.8,0.8,1.4,0.3,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Manuka and/or Kanuka,396.0,396.0,396.0,396.0,396.0,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Forest - Harvested,28.7,,353.0,450.0,375.1,0.1,,0.6,0.8,0.7,346.4,1208.9,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Gravel or Rock,263.9,267.3,267.3,267.3,267.3,0.5,0.5,0.5,0.5,0.5,3.4,1.3,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Depleted Grassland,257.0,257.0,257.0,257.0,257.0,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Alpine Grass/Herbfield,182.6,182.6,182.6,182.6,182.6,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,River,49.5,49.5,49.5,51.1,51.1,0.1,0.1,0.1,0.1,0.1,1.6,3.2,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Mixed Exotic Shrubland,55.5,55.5,47.7,47.7,47.7,0.1,0.1,0.1,0.1,0.1,-7.7,-13.9,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Built-up Area (settlement),19.9,24.8,24.8,24.8,24.8,0.0,0.0,0.0,0.0,0.0,4.9,24.6,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Indigenous Forest,19.1,19.1,19.1,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Lake or Pond,11.1,11.7,12.9,12.9,17.3,0.0,0.0,0.0,0.0,0.0,6.2,56.4,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Sand or Gravel,16.3,16.3,16.3,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Fernland,4.9,4.9,4.9,4.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Herbaceous Freshwater Vegetation,4.8,4.8,4.8,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Surface Mine or Dump,3.7,3.7,3.7,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Urban Parkland/Open Space,3.6,3.6,3.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Landslide,2.6,2.6,2.6,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Transport Infrastructure,2.3,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waihao River,1004025,Twelve-mile NZ territorial limit (Marine),1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Catchment Area,232.9,232.9,232.9,232.9,232.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Indigenous Forest,176.3,176.3,176.3,176.3,176.3,75.7,75.7,75.7,75.7,75.7,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,High Producing Exotic Grassland,35.9,35.9,35.9,35.9,35.9,15.4,15.4,15.4,15.4,15.4,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Manuka and/or Kanuka,16.9,16.9,16.9,16.9,16.9,7.3,7.3,7.3,7.3,7.3,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Broadleaved Indigenous Hardwoods,1.9,1.9,1.9,1.9,1.9,0.8,0.8,0.8,0.8,0.8,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Low Producing Grassland,1.5,1.5,1.5,1.5,1.5,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Gravel or Rock,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waima River,351,Landslide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Catchment Area,358990.2,358990.2,358990.2,358990.2,358990.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,High Producing Exotic Grassland,79284.1,78678.4,77884.9,79176.3,84224.9,22.1,21.9,21.7,22.1,23.5,4940.8,6.2,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Indigenous Forest,71939.1,71930.2,71813.2,71795.6,71793.7,20.0,20.0,20.0,20.0,20.0,-145.5,-0.2,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Tall Tussock Grassland,54187.3,54146.1,54143.9,54143.9,54143.5,15.1,15.1,15.1,15.1,15.1,-43.8,-0.1,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Gravel or Rock,38083.5,38081.5,37976.5,38029.6,38055.5,10.6,10.6,10.6,10.6,10.6,-27.9,-0.1,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Low Producing Grassland,38867.1,38539.2,37990.9,37654.4,37763.3,10.8,10.7,10.6,10.5,10.5,-1103.8,-2.8,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Short-rotation Cropland,14135.0,14132.9,14134.5,14064.6,14064.5,3.9,3.9,3.9,3.9,3.9,-70.5,-0.5,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Manuka and/or Kanuka,11143.2,11116.2,10990.3,10920.8,10854.1,3.1,3.1,3.1,3.0,3.0,-289.1,-2.6,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Sub Alpine Shrubland,10508.6,10508.6,10508.6,10508.6,10508.6,2.9,2.9,2.9,2.9,2.9,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Exotic Forest,11624.8,13297.0,13565.4,11417.9,7408.5,3.2,3.7,3.8,3.2,2.1,-4216.3,-36.3,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Gorse and/or Broom,5829.7,5838.0,5233.4,5034.4,4950.7,1.6,1.6,1.5,1.4,1.4,-878.9,-15.1,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Built-up Area (settlement),3353.0,3376.2,3723.4,3965.7,4001.8,0.9,0.9,1.0,1.1,1.1,648.8,19.4,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Matagouri or Grey Scrub,2784.3,2961.5,2961.5,2958.4,2958.4,0.8,0.8,0.8,0.8,0.8,174.1,6.3,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,River,2285.0,2285.0,2298.2,2298.2,2298.2,0.6,0.6,0.6,0.6,0.6,13.2,0.6,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Deciduous Hardwoods,2268.2,2268.9,2313.5,2304.5,2297.4,0.6,0.6,0.6,0.6,0.6,29.2,1.3,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Broadleaved Indigenous Hardwoods,2343.0,2343.0,2275.8,2275.2,2277.2,0.7,0.7,0.6,0.6,0.6,-65.8,-2.8,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Alpine Grass/Herbfield,2018.9,2018.9,2018.9,2018.9,2018.9,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Forest - Harvested,1892.7,1003.7,2212.6,3382.7,1899.8,0.5,0.3,0.6,0.9,0.5,7.1,0.4,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Landslide,1559.4,1559.4,1559.4,1563.3,1563.3,0.4,0.4,0.4,0.4,0.4,3.8,0.3,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Depleted Grassland,1304.9,1304.9,1304.9,1304.9,1326.1,0.4,0.4,0.4,0.4,0.4,21.2,1.6,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Urban Parkland/Open Space,987.1,997.1,1017.6,1050.9,1194.1,0.3,0.3,0.3,0.3,0.3,207.0,21.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Lake or Pond,588.5,600.9,645.5,783.7,1002.8,0.2,0.2,0.2,0.2,0.3,414.2,70.4,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,"Orchard, Vineyard or Other Perennial Crop",579.8,579.8,969.5,874.9,868.2,0.2,0.2,0.3,0.2,0.2,288.5,49.8,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Permanent Snow and Ice,592.5,592.5,592.5,592.5,592.5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Herbaceous Freshwater Vegetation,341.7,341.7,332.0,300.5,304.8,0.1,0.1,0.1,0.1,0.1,-36.9,-10.8,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Surface Mine or Dump,118.8,118.8,143.5,186.3,235.9,0.0,0.0,0.0,0.1,0.1,117.1,98.5,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Fernland,109.0,109.0,104.2,105.1,105.1,0.0,0.0,0.0,0.0,0.0,-3.9,-3.6,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Mixed Exotic Shrubland,67.7,67.7,82.5,86.1,86.1,0.0,0.0,0.0,0.0,0.0,18.4,27.2,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Herbaceous Saline Vegetation,82.5,82.5,82.5,82.5,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Transport Infrastructure,81.7,81.7,81.7,81.7,81.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Estuarine Open Water,14.8,14.8,14.8,16.9,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Sand or Gravel,13.2,13.2,13.1,10.0,12.2,0.0,0.0,0.0,0.0,0.0,-1.0,-7.9,08/26/2025 16:12:47
Canterbury Region,Waimakariri River,1004086,Twelve-mile NZ territorial limit (Marine),1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Catchment Area,10529.1,10529.1,10529.1,10529.1,10529.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,High Producing Exotic Grassland,4211.8,4114.2,4098.7,4106.1,4126.5,40.0,39.1,38.9,39.0,39.2,-85.3,-2.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Short-rotation Cropland,2788.2,2788.2,2784.0,2784.0,2784.0,26.5,26.5,26.4,26.4,26.4,-4.2,-0.2,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Exotic Forest,1122.5,1278.4,1294.5,1023.9,1054.1,10.7,12.1,12.3,9.7,10.0,-68.4,-6.1,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Broadleaved Indigenous Hardwoods,995.5,935.4,935.4,941.4,941.4,9.5,8.9,8.9,8.9,8.9,-54.1,-5.4,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Gorse and/or Broom,553.0,553.0,553.0,534.2,540.4,5.3,5.3,5.3,5.1,5.1,-12.6,-2.3,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Built-up Area (settlement),261.9,302.3,311.4,311.4,311.4,2.5,2.9,3.0,3.0,3.0,49.4,18.9,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Forest - Harvested,8.1,5.5,10.1,293.2,238.5,0.1,0.1,0.1,2.8,2.3,230.4,2852.9,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Low Producing Grassland,229.3,227.9,230.8,232.0,229.9,2.2,2.2,2.2,2.2,2.2,0.7,0.3,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Deciduous Hardwoods,68.5,68.5,68.5,68.5,68.5,0.7,0.7,0.7,0.7,0.7,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Manuka and/or Kanuka,57.5,57.5,57.5,57.5,57.5,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Tall Tussock Grassland,75.2,75.2,49.7,49.7,49.7,0.7,0.7,0.5,0.5,0.5,-25.5,-33.9,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Urban Parkland/Open Space,82.9,48.3,48.3,48.3,48.3,0.8,0.5,0.5,0.5,0.5,-34.6,-41.7,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Herbaceous Freshwater Vegetation,28.3,28.3,28.3,28.3,28.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Lake or Pond,13.3,13.3,17.5,17.5,17.5,0.1,0.1,0.2,0.2,0.2,4.2,31.9,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Sand or Gravel,13.5,13.5,13.5,13.5,13.5,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,"Orchard, Vineyard or Other Perennial Crop",5.0,5.0,5.0,5.0,5.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,River,4.4,4.4,4.4,4.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Herbaceous Saline Vegetation,4.3,4.3,4.3,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Indigenous Forest,3.9,3.9,3.9,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Mixed Exotic Shrubland,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waimate Creek,1004026,Twelve-mile NZ territorial limit (Marine),0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Catchment Area,12533.1,12533.1,12533.1,12533.1,12533.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,High Producing Exotic Grassland,6794.9,6768.0,6719.2,6740.8,6783.1,54.2,54.0,53.6,53.8,54.1,-11.8,-0.2,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Short-rotation Cropland,2395.1,2395.1,2395.1,2395.1,2395.1,19.1,19.1,19.1,19.1,19.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Broadleaved Indigenous Hardwoods,1052.5,1052.1,1052.1,1052.1,1052.1,8.4,8.4,8.4,8.4,8.4,-0.4,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Low Producing Grassland,668.0,666.6,648.9,648.9,651.3,5.3,5.3,5.2,5.2,5.2,-16.7,-2.5,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Exotic Forest,482.5,511.3,483.4,493.7,479.6,3.9,4.1,3.9,3.9,3.8,-2.9,-0.6,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Estuarine Open Water,367.2,367.2,367.2,367.2,367.2,2.9,2.9,2.9,2.9,2.9,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Gorse and/or Broom,260.2,260.2,277.9,265.7,265.7,2.1,2.1,2.2,2.1,2.1,5.5,2.1,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Herbaceous Saline Vegetation,162.4,159.9,159.9,163.5,163.5,1.3,1.3,1.3,1.3,1.3,1.0,0.6,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Deciduous Hardwoods,201.8,204.3,204.3,154.3,154.3,1.6,1.6,1.6,1.2,1.2,-47.5,-23.5,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Herbaceous Freshwater Vegetation,6.5,6.5,6.5,53.0,53.0,0.1,0.1,0.1,0.4,0.4,46.5,717.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Urban Parkland/Open Space,39.0,39.0,39.0,39.0,39.0,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Built-up Area (settlement),30.3,30.3,30.3,30.3,30.3,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Forest - Harvested,,,76.6,57.0,25.0,,,0.6,0.5,0.2,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,"Orchard, Vineyard or Other Perennial Crop",22.2,22.2,22.2,22.2,22.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Sand or Gravel,17.0,17.0,17.0,17.0,17.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Mixed Exotic Shrubland,16.3,16.3,16.3,16.3,16.3,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Gravel or Rock,11.7,11.7,11.7,11.7,11.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Lake or Pond,2.1,2.1,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Landslide,1.6,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Manuka and/or Kanuka,,,,,1.3,,,,,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Tall Tussock Grassland,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,River,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Wainono Lagoon,1004027,Twelve-mile NZ territorial limit (Marine),0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Catchment Area,72501.4,72501.4,72501.4,72501.4,72501.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,High Producing Exotic Grassland,31157.6,30790.7,30031.0,30027.2,30105.2,43.0,42.5,41.4,41.4,41.5,-1052.4,-3.4,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Low Producing Grassland,20462.6,20071.2,18612.5,18520.5,18533.2,28.2,27.7,25.7,25.5,25.6,-1929.4,-9.4,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Exotic Forest,4218.9,4930.3,6640.8,6572.6,6727.0,5.8,6.8,9.2,9.1,9.3,2508.1,59.5,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Short-rotation Cropland,5880.0,5880.0,5483.4,5477.6,5481.5,8.1,8.1,7.6,7.6,7.6,-398.5,-6.8,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Manuka and/or Kanuka,3068.6,3063.4,2949.4,2946.7,2935.2,4.2,4.2,4.1,4.1,4.1,-133.5,-4.4,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Matagouri or Grey Scrub,2868.3,2868.3,2857.9,2857.9,2779.7,4.0,4.0,3.9,3.9,3.8,-88.7,-3.1,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Indigenous Forest,1279.7,1273.3,1271.9,1271.9,1271.9,1.8,1.8,1.8,1.8,1.8,-7.8,-0.6,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,"Orchard, Vineyard or Other Perennial Crop",513.2,513.2,1189.7,1245.0,1255.9,0.7,0.7,1.6,1.7,1.7,742.7,144.7,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Gorse and/or Broom,1170.2,1168.0,1081.4,1026.7,1036.3,1.6,1.6,1.5,1.4,1.4,-133.9,-11.5,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Deciduous Hardwoods,663.8,663.8,674.0,674.0,672.9,0.9,0.9,0.9,0.9,0.9,9.1,1.4,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Forest - Harvested,3.6,64.3,601.4,759.1,576.3,0.0,0.1,0.8,1.1,0.8,572.7,15981.8,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Broadleaved Indigenous Hardwoods,559.5,559.5,547.2,561.1,561.1,0.8,0.8,0.8,0.8,0.8,1.7,0.3,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Gravel or Rock,339.2,339.2,339.2,339.2,336.1,0.5,0.5,0.5,0.5,0.5,-3.1,-0.9,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Built-up Area (settlement),59.2,59.2,59.2,59.2,59.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Lake or Pond,38.9,38.9,38.9,38.9,43.9,0.1,0.1,0.1,0.1,0.1,5.0,12.7,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Urban Parkland/Open Space,31.7,31.7,31.7,31.7,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Depleted Grassland,22.8,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
Canterbury Region,Waipara River,1004082,Herbaceous Freshwater Vegetation,19.2,19.2,19.2,19.2,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
